Permit Number,Owner Name,Operating Name,Street,City,State,Zip,Zip4,County
NC-W-15004,"Buck Shoals Vineyards And Winery, Inc.",Buck Shoals Vineyard,6121 Vintner Way,Hamptonville,NC,27020,0,Yadkin
NC-W-15005,"Grassy Creek Vineyard & Winery, Llc",Grassy Creek Vineyard And Winery,235 Chatham Cottage Cir,State Rd,NC,28676,0,Surry
NC-W-15007,Douglas Scot And Colleen T. Bannerman,Bannerman Vineyard,2624 Stag Park Rd,Burgaw,NC,28425,3360,Pender
NC-W-15008,"Raffaldini Vineyards & Winery, Llc",Raffaldini Vineyards & Winery,514 Groce Rd,Ronda,NC,28670,0,Wilkes
NC-W-15009,"Grove Winery, Llc", ,7360 Brooks Bridge Rd,Gibsonville,NC,27249,9763,Guilford
NC-W-15010,Sidney E Proctor Iii,Weathervane Winery,1452 Welcome-Arcadia Rd,Lexington,NC,27295,0,Davidson
NC-W-15011,Kimberly M. Royster & Cheryl F. Royster,Kim's Vineyard & Winery,436 Largo Rd,Norlina,NC,27563,9221,Warren
NC-W-15012,"Green Creek Winery, Llc",Green Creek Winery,413 Gilbert Rd,Columbus,NC,28722,6494,Polk
NC-W-15013,"Foothills Wineworx, Inc.", ,204 E Main St,Glen Alpine,NC,28628,0,Burke
NC-W-15014,"Cypress Bend Vineyards, Inc.",Cypress Bend Vineyards,21904 Riverton Rd,Wagram,NC,28396,0,Scotland
NC-W-15017,Lumina Winery Llc, ,6620 S Gordon Rd,Wilmington,NC,28405,0,New Hanover
NC-W-15018,"Elkin Creek Mill Vineyard & Winery, Inc.",Elkin Creek Mill Vineyard,316 Elkin Creek Mill Rd,Elkin,NC,28621,8860,Surry
NC-W-15020,Stonefield Cellars Winery Llc,Stonefield Cellars,8220 Nc Hwy 68 N,Stokesdale,NC,27357,9330,Guilford
NC-W-15023,"Woodmill Winery, Inc.",Woodmill Winery,1350 Woodmill Winery Ln,Vale,NC,28168,0,Lincoln
NC-W-15025,"Banner Elk Winery, Inc",Winery At The Blueberry Farm,60 Deer Run Ln,Banner Elk,NC,28604,6528,Avery
NC-W-15026,"New River Wineries, Inc.",New River Winery,163 Piney Creek Rd,Lansing,NC,28643,0,Ashe
NC-W-15027,"Somerset Cellars, Llc",Somerset Cellars,3906 E Arendell St,Morehead City,NC,28557,2924,Carteret
NC-W-15028,"Mayberry Family Winery, Inc.", ,126 W Depot Aly,Elkin,NC,28621,0,Surry
NC-W-15029,Mikellway Llc,Carafe Wine Makers,10940 Ravens Ridge Rd,Raleigh,NC,27614,0,Wake
NC-W-15030,Lennon Ltd.,The Country Squire Winery,748 Nc 24 & 50,Warsaw,NC,28398,0,Duplin
NC-W-15031,Joseph A. Grzesiak Jr. And Michael Joseph Walkup,Advantage Beer & Wine Supplies,2508-D Highway 70 Sw,Hickory,NC,28602,4759,Catawba
NC-W-15032,Edward Enoch Yoder,Raintree Cellars,521 E Us Highway 70 E,Hildebran,NC,28637,0,Burke
NC-W-15033,"Rock Of Ages Winery & Vineyard, Inc.",Rock Of Ages Winery,1890 Charlie Long Rd,Hurdle Mills,NC,27541,7363,Person
NC-W-15034,"Daveste, Llc",Daveste Vineyards,155 Lytton Farm Rd,Troutman,NC,28166,8659,Iredell
NC-W-15035,"Mcritchie Wine Company, Llc",Mcritchie Vineyards,317 Thurmond P.O. Rd,Thurmond,NC,28683,9699,Wilkes
NC-W-15036,"Old North State Winery, Inc.",Old North State Winery,308 N Main St,Mount Airy,NC,27030,3812,Surry
NC-W-15037,"Owl's Eye Vineyard & Winery, Llc",Owl's Eye Vineyard,1414 Metcalf Rd,Shelby,NC,28150,9058,Cleveland
NC-W-15038,"Uwharrie Holdings, Llc",Uwharrie Vineyards,28030 Austin Rd,Albemarle,NC,28001,8304,Stanly
NC-W-15039,Elk Mountain Winery L.L.C.,Plumtree Valley Vineyards,4716 S Us Hwy 19e,Plumtree,NC,28664,0,Avery
NC-W-15040,Rocky River Vineyards Llc,Rocky River Vineyards,11685 Reed Mine Rd,Midland,NC,28107,8617,Cabarrus
NC-W-15041,Darlene H. Gabbard,Native Vines Winery,1336 N Highway 150,Lexington,NC,27295,6703,Davidson
NC-W-15042,Jason Russ,Fox Hill Meadery,33 Selby Ct,Marshall,NC,28753,9170,Madison
NC-W-15043,"Lac Belle Amie Vineyard & Winery, Llc",Lac Belle Amie Winery,195 Vineyard Dr,Elizabethtown,NC,28337,0,Bladen
NC-W-15044,Jailhouse Winery L.L.C.,Jailhouse Winery,565 Aquone Rd,Andrews,NC,28901,7004,Cherokee
NC-W-15045,Glenn T. & Kathy K. Ratliff,Judd's Peak Vineyard,267 Judd's Peak Rd,Saluda,NC,28773,8734,Polk
NC-W-15046,Yadkin Valley Wine Company, ,6324 Laurel Gray Ln,Hamptonville,NC,27020,0,Yadkin
NC-W-15047,"Shadow Springs Vineyard, Inc.",Shadow Springs Vineyard,6324 Laurel Gray Ln,Hamptonville,NC,27020,0,Yadkin
NC-W-15048,"Laurel Gray Vineyards, Inc.",Laurel Gray Vineyards,6324 Laurel Gray Ln,Hamptonville,NC,27020,0,Yadkin
NC-W-15052,"Ventosa Plantation Vineyard, Inc",Ventosa Plantation Vineyard,279 Clark Canal Rd,Scotland Neck,NC,27874,0,Halifax
NC-W-15053,"Noni Bacca Winery, Llc",Noni Bacca Winery,420 Eastwood Rd,Wilmington,NC,28403,1866,New Hanover
NC-W-15054,Wolfe Wines Llc,Wolfe Wines,8973 Old Plank Rd,Snow Camp,NC,27349,9892,Alamance
NC-W-15056,"Aek, Inc",Baker Buffalo Creek Vineyard,3521 Fallston Waco Rd,Lawndale,NC,28090,0,Cleveland
NC-W-15057,Adams Vineyards Llc,Adams Vineyards,3390 John Adams Rd,Willow Springs,NC,27592,2759,Wake
NC-W-15058,"Vineyards On The Scuppernong, Llc",Vineyards On The Scuppernong,1894 Hwy 94 N,Columbia,NC,27925,0,Tyrrell
NC-W-15060,"Southern Charm Winery, Inc.",Southern Charm Winery,235-D E Main St,Lincolnton,NC,28092,3361,Lincoln
NC-W-15061,"Enoch Winery, L.L.C.",Enoch Winery,3735 Nc Highway 50 S,Benson,NC,27504,0,Johnston
NC-W-15062,"Hammerstone Winery, Inc",Hammerstone Cellars,2010 Leaflet Church Rd,Lillington,NC,27546,0,Harnett
NC-W-15063,Noreen Morley,Big Girl Farm And Winery,368 Stecoah Heights,Robbinsville,NC,28771,8685,Graham
NC-W-15064,"Charlie T. Locklear Vineyard & Winery, Inc",Charlie T. Locklear Vineyard & Winery,1872 Preston Rd,Maxton,NC,28364,8355,Robeson
NC-W-15065,"Hutton Vineyards, Llc",Hutton Vineyards,176 Hutton Vineyard Ln,Dobson,NC,27017,9009,Surry
NC-W-15066,"Little River Vineyards, Inc.",Little River Vineyards,1907 Nc 73 W,Mount Gilead,NC,27306,0,Montgomery
NC-W-15067,"Black Rock Winery, Llc",Black Rock Winery,6652 Us Hwy 15-501,Carthage,NC,28327,0,Moore
NC-W-15068,"Wright Brothers Mercantile Company, L.L.C.",Sanctuary Vineyards,7005 Caratoke Hwy,Jarvisburg,NC,27947,0,Currituck
NC-W-15071,C L Colwell Inc.,Carolina Heritage Vineyard & Winery,170 Heritage Vines Way,Elkin,NC,28621,7,Surry
NC-W-15073,"Round Peak Estates, Llc",Round Peak Vineyards,765 Round Peak Church Rd,Mount Airy,NC,27030,8421,Surry
NC-W-15074,"Sandhills Winery, Inc.",Sandhills Winery,1057 Seven Lakes Dr,West End,NC,27376,0,Moore
NC-W-15075,Lake Road Winery Llc,Lake Road Winery,1120 Lake Rd,Newport,NC,28570,6968,Carteret
NC-W-15077,"Sanders Ridge, Inc.",Sanders Ridge Vineyard & Winery,3200 Round Hill Rd,Boonville,NC,27011,0,Yadkin
NC-W-15079,James Thomas Stephens,Stephens Vineyard And Winery,284 Smith Mill Rd,Lumberton,NC,28359,382,Robeson
NC-W-15080,"Dolce Vita, Inc.",Dolce Vita,2340 Quail Run,Connellys Springs,NC,28612,8052,Burke
NC-W-15081,"Sullivan Estate Vineyard And Winery, L.L.C.",Sullivan Estate Vineyard And Winery,4040 James Dr,Hudson,NC,28638,9413,Caldwell
NC-W-15083,Howard E. & Carolyn C. Campbell,Carolina Mist Winery,126 Mulberry St,Lenoir,NC,28645,0,Caldwell
NC-W-15084,Stephen D. & Sally C. Tatum,Grandfather Vineyard,225 Vineyard Ln,Banner Elk,NC,28604,8053,Avery
NC-W-15085,"Overmountain Vineyards, Llc",Overmountain Vineyards,2012 Sandy Plains Rd,Tryon,NC,28782,8799,Polk
NC-W-15086,"Valley River Vineyards, Llc", ,4689 Martins Creek Rd,Murphy,NC,28906,0,Cherokee
NC-W-15088,"Sweet Vine Winery, Llc",Sweet Vine Winery,751- D Highway 16 N,Denver,NC,28037,2262,Lincoln
NC-W-15091,"Cloer Family Vineyards, Inc.",Cloer Family Vineyards,8624 Castleberry Rd,Apex,NC,27523,9669,Wake
NC-W-15092,Robert E. Lasater,Wall Street Wines,145 Wall St,Waynesville,NC,28786,5982,Haywood
NC-W-15093,"Old Stone Ventures, Llc",Old Stone Ventures,6245 Us Highway 52,Salisbury,NC,28146,8141,Rowan
NC-W-15094,"Starrlight Mead, Llc",Starrlight Mead,480 Hillsboro St,Pittsboro,NC,27312,9497,Chatham
NC-W-15095,Dorothy T. Brown,Sunswept Farms,444 Beasley Cove Rd,Hot Springs,NC,28743,7334,Madison
NC-W-15096,"Cauble Creek Vineyard, Llc",Cauble Creek Vineyard,700 Cauble Farm Rd,Salisbury,NC,28147,0,Rowan
NC-W-15097,Slightly Askew Wines Llc,Slightly Askew Wines And Winery,913 N Bridge St,Elkin,NC,28621,2403,Surry
NC-W-15098,Lucien S. Wilkins & Freda Wilkins,Spencer Mountain Vineyards,446 Issacs Home Rd,Vilas,NC,28692,0,Watauga
NC-W-15099,"Olde Mill Winery & Vineyards, L.L C.",Olde Mill Vineyards,2766 Simpson Mill Rd,Mount Airy,NC,27030,7618,Surry
NC-W-15100,Neuse River Wines Llc,Neusiok Wines,5020 B Departure Dr,Raleigh,NC,27616,0,Wake
NC-W-15101,Carolinas Vintage Llc, ,332 Main St,Cerro Gordo,NC,28430,0,Columbus
NC-W-15102,"Neuse River Winery, Llc",Neuse River Winery,169 Morris Creek Ln,Oriental,NC,28571,9366,Pamlico
NC-W-15103,"Addison Farms, Llc",Addison Farms Vneyard,4003 New Leicester Hwy,Leicester,NC,28748,5456,Buncombe
NC-W-15104,"Black Oak Vineyard, Inc.",Surry Oak Vineyard,2936 Quaker Church Rd,Pinnacle,NC,27043,9174,Stokes
NC-W-15105,"Morgan Ridge Vineyards, L.L.C.",Morgan Ridge Vineards,486 John Morgan Rd,Gold Hill,NC,28071,0,Rowan
NC-W-15107,"Azure Skye Beverages, Inc", ,5253 Old Dowd Rd,Charlotte,NC,28208,0,Mecklenburg
NC-W-15108,"Falderal Winery, Llc",Falderal Winery,131 3rd Ave W,Hendersonville,NC,28792,4313,Henderson
NC-W-15109,Menarick Vineyard & Winery Llc,Menarick Vineyard & Winery,328 Luffman Rd,Ronda,NC,28670,8602,Wilkes
NC-W-15110,"Patrician Winery& Vineyard, Llc",Patrician Winery & Vineyard,197 E Boyce Rd,Fairmont,NC,28340,8553,Robeson
NC-W-15111,"Tree House Vineyards, Inc.", ,303 Bay St,Monroe,NC,28112,6222,Union
NC-W-15112,Parker-Binns Vineyard Llc,Parker-Binns Vineyard,7382 Highway 108 E,Mill Spring,NC,28756,4707,Polk
NC-W-15113,Vines And Wines Incorporated,South Creek Vineyards & Winery,2240 S Creek Rd,Nebo,NC,28761,5792,Mcdowell
NC-W-15114,"Cag Farms, Inc.",Gregory Vineyards,275 Bowling Spring Dr,Angier,NC,27501,9052,Harnett
NC-W-15117,Cherokee Cellars L.L.C.,Cherokee Cellars,23 Hickory St,Murphy,NC,28906,0,Cherokee
NC-W-15118,Nottely River Valley Vineyards Llc,Nottely River Valley Vineyards,1150 Old Culberson Rd,Murphy,NC,28906,8137,Cherokee
NC-W-15119,Monica V. Herrera,Herrera Vineyards,206 Vineyard Lane,Dobson,NC,27017,1263,Surry
NC-W-15120,"Ferguson Vineyards, Llc",Ferguson Vineyards,6121 Vintner Way,Hamptonville,NC,27020,0,Yadkin
NC-W-15121,"Huffman Vineyards, Inc.",Huffman Vineyards,221 Haw Branch Rd,Richlands,NC,28574,6183,Onslow
NC-W-15122,"The Tipsy Bee, Inc.",The Tipsy Bee Wnery,1764 Lyman Rd,Chinquapin,NC,28521,8616,Duplin
NC-W-15123,"Ass Clown Beer & Wine, Llc", ,17039 Kenton Dr,Cornelius,NC,28031,5776,Mecklenburg
NC-W-19,Biltmore Estate Wine Company,Biltmore Estate Winery,,Asheville,NC,28803,9697,Buncombe
NC-W-20,"Germanton Vineyard And Winery, Inc.",Germanton Vineyard And Winery,3530 Highway 8 & 65,Germanton,NC,27019,0,Forsyth
NC-W-20016,Ryan Foster,Timeless Love Winery,6868 Mcpherson Clay Rd,Liberty,NC,27298,0,Guilford
NC-W-20148,Mario Deluca,Demariano Vineyards,129 Pierce Rd,Nebo,NC,28761,7806,Mcdowell
NC-W-20193,"The 1861 Farmhouse, L.L.C.", ,3608 Hwy 194 S,Sugar Grove,NC,28679,0,Watauga
NC-W-20337,"Happy Hill Vineyard, Llc", ,37 High Holly Rd,Scaly Mountain,NC,28775,37, 
NC-W-20396,John Benjamin Whitehurst,Island Cellars Micro Winery,104 Rial Ct,Manteo,NC,27954,9480,Dare
NC-W-20427,"Blue Honey Friesians, Llc", ,2 Moonbeam Ln,Lenoir,NC,28645,0,Caldwell
NC-W-20441,Fiddlers Vineyard L.L.C., ,330 Flint Hill Rd,Cherryville,NC,28021,0,Gaston
NC-W-23,John Robert Howard,Chateau A Coeur Ouvert,"Rt. #1, Box 388h",Union Mills,NC,28167,0,Rutherford
NC-W-24,"Westbend Vineyards, Inc", ,5394 Williams Rd,Lewisville,NC,27023,8278,Forsyth
NC-W-31,William Patrick Martin,Martin Vineyards,213 Martin Farm Ln,Knotts Island,NC,27950,0,Currituck
NC-W-35,Frieshgenet Dabei And Ter Mehri,Abyssinia Tej Production,2000 Chapel Hill Rd,Durham,NC,27707,1155,Durham
NC-W-36,"Dennis Vineyards, Inc.", ,24043 Endy Rd,Albemarle,NC,28001,9041,Stanly
NC-W-37,Linda D. Ehlers,Chateau Laurinda,690 Reeves Ridge Rd,Sparta,NC,28675,9059,Alleghany
NC-W-38,"Rockhouse Vineyards, Llc",Rockhouse Vineyards,250 Turner Rd,Tryon,NC,28782,9697,Polk
NC-W-39,"Bennett Vineyards, Ltd.",Bennett Vineyards,6832 Old Sandhill Rd,Edward,NC,27821,9785,Beaufort
NC-W-40,"Hanover Park Vineyard, Inc.",Hanover Park Vineyard,1927 Courtney Huntsville Rd,Yadkinville,NC,27055,6144,Yadkin
NC-W-41,Chatham Hill Inc.,Chatham Hill Winery,3800 Gateway Centre Blvd,Morrisville,NC,27560,0,Wake
NC-W-45,James W. Butler,Silkhope Winery,2601 Silk Hope Gum Springs Rd,Pittsboro,NC,27312,6957,Chatham
NC-W-46,"Shelton Vineyards, Inc.", ,286 Cabernet Ln,Dobson,NC,27017,6322,Surry
NC-W-47,"Moonrise Bay Vineyard, Llc",Moonrise Bay Vineyard,134 Moonrise Bay Lndg,Knotts Island,NC,27950,9681,Currituck
NC-W-49,Joseph J. Cerminaro,Cerminaro Vineyard,4399 Wilkesboro Blvd,Boomer,NC,28606,9616,Wilkes
NC-W-50,"Windy Gap Wine Company, Inc.",Windy Gap Vineyards,837 Pardue Farm Rd,Ronda,NC,28670,8964,Wilkes
NC-W-51,"Raylen Vineyards, Inc.",Raylen Vineyards,3577 Us Highway 158,Mocksville,NC,27028,7842,Davie
NC-W-52,"Silver Coast Wine Co., Llc", ,6680 Barbeque Rd Nw,Ocean Isle Beach,NC,28469,3634,Brunswick
NC-W-53,"Desi's Dew, Llc", ,8902 Charlotte Mountain Rd,Rougemont,NC,27572,8396,Durham
NC-W-54,"Thistle Meadow Winery, Inc.", ,102 Thistle Mdw,Laurel Springs,NC,28644,8333,Alleghany
NC-W-55,"Hinnant Farms Vineyard, Llc", ,826 Pine Level Micro Rd,Pine Level,NC,27568,0,Johnston
NC-W-56,"Ragapple Lassie, Inc.",Ragapple Lassie Vineyards,3724 Ragapple Lassie Ln,Boonville,NC,27011,0,Yadkin
NC-W-57,"Yadkin Valley Vineyards & Winery, Inc.",Stony Mountain Vineyards,26370 Mountain Ridge Rd,Albemarle,NC,28001,6626,Stanly
NC-W-60,Benjamin Vineyards And Winery Llc,Benjamin Vineyards And Winery,6516 Whitney Rd,Graham,NC,27253,8108,Alamance
NC-W-62,"Hall House, Inc.",A Secret Garden Winery,1018 Airport Rd Ne,Pikeville,NC,27863,9130,Wayne
NC-W-63,Ann C. Fussell And David G. Fussell,Duplin Vineyards,Sr 1918 Duplin Co.,Rose Hill,NC,28458,0,Duplin
NC-W-66,Robert E. And Sonya J. Whitaker,Garden Gate Vineyards,261 Scenic Dr,Mocksville,NC,27028,8357,Davie
NC-W-67,The Trustees Of Surry Community College,Scc Winery,110 College Cir,Dobson,NC,27017,0,Surry
NC-W-68,"Glen Marie Vineyards And Winery, Inc.",Glen Marie Winery,1838 Johnson Rd,Burlington,NC,27217,8193,Alamance
NC-W-71,"Pik-A-Pak, Llc",Ginger Creek Vineyards,282 Ginger Creek Ln,Taylorsville,NC,28681,7807,Alexander
NC-W-72,"Stony Knoll Vineyards, Llc",Stony Knoll Vineyards,1143 Stony Knoll Rd,Dobson,NC,27017,8046,Surry
NC-W-73,Iron Gate Winery Inc.,The Winery At Iron Gate Farm,2540 Lynch Store Rd,Mebane,NC,27302,9557,Alamance
NC-WS-15000,"Carolina Beer & Beverage, Llc",Carolina Beer Company,110 Barley Park Ln,Mooresville,NC,28115,7912,Iredell
ND-W-15000,A & I Enterprises Inc.,Vintner's Cellar,2700 State St,Bismarck,ND,58503,0,Burleigh
ND-W-15001,Brian Wray Cochran, ,6041 40th Ave Ne,Knox,ND,58343,9566,Benson
ND-W-15002,"Prairiewood Winery, Inc.",Prairiewood Winery,12443 68th St Se,Lisbon,ND,58054,9755,Ransom
ND-W-15003,Bruce Gussiaas,Dakota Sun Gardens,955 73rd Ave Ne,Carrington,ND,58421,8910,Foster
ND-W-15004,"2 Swionteks, Llc",Uncorked,12 Broadway N,Fargo,ND,58102,5242,Cass
ND-W-20403,Rick M. & Janet Ennen,Apple Creek Winery,18100 22nd Ave Se,Memoken,ND,58558,9798,Burleigh
ND-W-3,"Maple River Winery, Llc", ,628 Front St,Casselton,ND,58012,3300,Cass
ND-W-5,"Pointe Of View Winery, Llc",Pointe Of View Winery,8412 19th Ave Nw,Burlington,ND,58722,9542,Ward
ND-W-6,"Rodney Ballinger Enterprises, Inc.",Bear Creek Winery,2408 88th Ave S,Fargo,ND,58104,8206,Cass
ND-W-7,Roxane Loken,Golden Prairie Winery,118 Stiller Addition,Bowman,ND,58623,0,Bowman
NE-W-15001,"Meyer Vineyards, Inc.",Superior Estates Winery,200 W 15th St,Superior,NE,68978,1050,Nuckolls
NE-W-15004,Phil And June Simpson,Silver Hills Vineyards And Winery,3130 County Rd,Tekamah,NE,68061,4149,Burt
NE-W-15005,"Stonebridge Vineyard, Inc.",Schillingbridge Winery & Microbrewery,62193 710th Rd,Pawnee City,NE,68420,3584,Pawnee
NE-W-15006,"Feather River Vineyards, L.L.C.", ,5700 Se State Farm Road,North Platte,NE,69101,0,Lincoln
NE-W-15007,Richard J. And Debra W. Barnett,Big Cottonwood Vineyards And Winery,2865 County Rd,Tekamah,NE,68061,0,Burt
NE-W-15008,"Deer Springs Winery, Llc",Deer Springs Winery,16255 Adams St,Lincoln,NE,68527,9612,Lancaster
NE-W-15009,"17 Ranch Winery, Ltd",17 Ranch Winery,304 Main St,Lewellen,NE,69147,3061,Garden
NE-W-15010,"Nissen Wine, Inc.",Nissen Wine,88560 566th Ave,Hartington,NE,68739,6124,Cedar
NE-W-15012,"Miretta Vineyards & Winery, Inc.",Miletta Vista Winery,1732 Hwy 281,St Paul,NE,68873,3447,Howard
NE-W-15013,Nicholas Ryan,Prairie Creek Vineyards,2254 13th Rd,Central City,NE,68826,8038,Merrick
NE-W-15014,"Sage Hill Vineyard, L.L.C.",Sage Hill Vineyard & Winery,32621 Rock Creek Rd,Parks,NE,69041,0,Dundy
NE-W-15015,Gary Lynn Wach,Three Brothers Vineyard And Winery,812 Lincoln St,Farnam,NE,69029,0,Dawson
NE-W-15016,"Pheasant Oak Vineyard Confections, Inc.", ,2231 32 Rd,Brainard,NE,68626,3018,Butler
NE-W-15017,"Whispering Vines Winery, Llc",Windcrest Winery,3110 W Branched Oak Rd,Raymond,NE,68428,4220,Lancaster
NE-W-15018,"Glacial Till Vineyard & Winery, Llc",Glacial Till Vineyard,344 County Road 2,Palmyra,NE,68418,0,Otoe
NE-W-15019,Wunderrosa Llc, ,2361 Wittstruck Rd,Roca,NE,68430,4306,Lancaster
NE-W-15020,"White Bison, L.L.C.",5 Trails Winery,104 N Oak St,Paxton,NE,69155,1322,Keith
NE-W-15022,Steven L Makovicka And Dianne Makovicka,Makovicka Winery,2091 31 Rd,Brainard,NE,68626,3002,Butler
NE-W-15023,"George Paul Vinegar, Llc",George Paul Vinegar,302 E Nebraska Ave,Cody,NE,69211,0,Cherry
NE-W-15024,"Cedar Hills Vineyard, Llp",Ceadr Hills Vineyard,48970 375th Rd,Ravenna,NE,68869,4019,Buffalo
NE-W-15025,"Aspire Cellars, Llc",Cellar 426,1005 Prairie Agate Dr,Ashland,NE,68003,0,Saunders
NE-W-20046,Moonstruck Meadery Llc,Moonstruck Meadery,2221 Madison St,Bellevue,NE,68005,5168,Sarpy
NE-W-20046,Moonstruck Meadery Llc,Moonstruck Meadery,2221 Madison St,Bellevue,NE,68005,5168,Sarpy
NE-W-20046,Moonstruck Meadery Llc,Moonstruck Meadery,2221 Madison St,Bellevue,NE,68005,5168,Sarpy
NE-W-28,"Swanson, Edward L. And Holly E.",Cuthills Vineyards,54663 853rd Rd,Pierce,NE,68767,3617,Pierce
NE-W-29,"James Arthur Vineyards, L.L.C.",James Arthur Vineyards,2001 W Raymond Rd,Raymond,NE,68428,4152,Lancaster
NE-W-32,"Prime Country Winery, Llc",Prime Country Winery,11800 Sw 142nd St,Denton,NE,68339,3180,Saline
NE-W-33,"Whiskey Run Creek Vineyard & Winery, L.L.C.",Whiskey Run Creek Vineyard & Winery,702 Main St,Brownville,NE,68321,0,Nemaha
NE-W-34,"Mcfarland Family Farms, Llc",Mac's Creek Vineyards & Winery,43315 Road 757,Lexington,NE,68850,3702,Dawson
NE-W-35,"Millenium Wines, Inc.",Millenium Wines,75137 Highway 283,Lexington,NE,68850,5562,Dawson
NE-W-36,"Soaring Wings Vineyard, Llc", ,17111 S 138th St,Springfield,NE,68059,4810,Sarpy
NE-W-38,"Prairie Vine Vineyard, L.L.C.",Prairie Vine Vineyard,1463 17th Ave,Mitchell,NE,69357,1429,Scotts Bluff
NH-W-10,"Winz Of Sandown, Llc",Zorvino Vineyards,226 Main St,Sandown,NH,3873,2636,Rockingham
NH-W-12,"Incredibrew, Inc.", ,112 Daniel Webster Hwy,Nashua,NH,3060,5243,Hillsborough
NH-W-13,"Pup's Cider Company, Llc", ,193 East Rd,Greenfield,NH,3047,4412,Hillsborough
NH-W-15000,"Locke Vintner Enterprise, Llc",Vintner's Cellar,801 Islington St,Portsmouth,NH,3801,4256,Rockingham
NH-W-15001,Robert Dabrowski,Candia Vineyards,702 High St,Candia,NH,3034,2040,Rockingham
NH-W-15002,"Silver Mountain Farms, Llc", ,223 South Rd,Lempster,NH,3605,0,Sullivan
NH-W-15004,"Flag Hill Enterprises, Ltd.",Flag Hill Winery,297 N River Rd,Lee,NH,3824,6213,Strafford
NH-W-15007,Roger & Lavina Maykut,North Country Orchard,35 Stickney's Rd,Whitefield,NH,3598,3225,Coos
NH-W-15009,"Jewell Towne Vineyards, Inc.",Jewell Towne Vineyards,65 Jewell St,South Hampton,NH,3827,3509,Rockingham
NH-W-15010,"Labelle Winery, Llc",Labelle Winery,100 Chestnut Hill Rd,Amherst,NH,3031,1519,Hillsborough
NH-W-15012,Peter B. Ellis,Stone Gate Vineyard,27 David Lewis Rd,Gilford,NH,3249,6527,Belknap
NH-W-15013,"In Vino Veritas, Llc",Vintner's Cellar Of Bedford,410 S River Rd,Bedford,NH,3110,6961,Hillsborough
NH-W-15015,"Norm's Winery & Vineyards, Llc",Olde Nuttfield Vineyards Of Chester,146 Old Sandown Rd,Chester,NH,3036,4122,Rockingham
NH-W-15016,J. Kane Vintners Llc,Vintner's Celler Winery Of No. Conway,2724 White Mountain Hwy,No Conway,NH,3860,5158,Carroll
NH-W-15017,"Ellvee Enterprises, Llc",Vintner's Cellar Winery Of Concord,133 Loudon Rd,Concord,NH,3301,5611,Merrimack
NH-W-15018,Sweet Baby Vineyard L.L.C.,Sweet Baby Vineyard,204 South Rd,Kensington,NH,3833,6701,Rockingham
NH-W-15019,Eric L Wiswall,Haunting Whisper Vineyards,77 Oak Ridge Dr,Danbury,NH,3230,0,Merrimack
NH-W-15020,Lloyd And Ronilee Nolin,Percy Peaks Winery,14 Percy Rd,Stark,NH,3582,6315,Coos
NH-W-15021,"Coffin Cellars, Llc",Coffin Cellars,1224 Battle St,Webster,NH,3303,7311,Merrimack
NH-W-15022,Mark Richard Hiza,Nottingham Orchard,58 Mccrillis Rd,Nottingham,NH,3290,5206,Rockingham
NH-W-15023,Fulchino Vineyard Inc.,Fulchino Vineyard,187 Pine Hill Rd,Hollis,NH,3049,0,Hillsborough
NH-W-15025,Moonlight Meadery Llc, ,23 Londonderry Rd,Londonderry,NH,3053,0,Rockingham
NH-W-15026,Sap House Meadery Llc, ,6 Folsom Rd,Center Ossipee,NH,3814,0,Carroll
NH-W-15027,"Hermit Woods, Inc.", ,56 Taylor Rd,Sanbornton,NH,3269,2502,Belknap
NH-W-15028,Levecke Corporation, ,11 Commerce Ave,Londonderry,NH,3053,4402,Rockingham
NH-W-15030,Barnett Hill Vineyard Llc,Walpole Mountain View Winery,114 Barnett Hill Rd,Walpole,NH,3608,5002,Cheshire
NH-W-15031,"The Vineyard At Seven Birches, Llc", ,1746 Benton Rd,North Haverhill,NH,3774,0,Grafton
NH-W-15032,Marshall & Carol Bishop,Gilmanton Winery And Vineyard,528 Meadow Pond Rd,Gilmanton,NH,3237,5136,Belknap
NH-W-15033,Appolo Vineyards Llc,Appolo Vineyards,49 Lawrence Rd,Derry,NH,3038,4190,Rockingham
NH-W-15034,"Poocham Hill Winery, L.L.C.",Poocham Hill Winery,226 Poocham Rd,Westmoreland,NH,3467,4103,Cheshire
NH-W-20105,Windroc Vineyard Llc,Windroc Vineyard,286 Piscassic Rd,Newfields,NH,3856,0,Rockingham
NH-W-20244,"N & S Country Wines, Llc",N & S Country Wines,51 Lund Ln,Warren,NH,3279,0,United States
NH-W-5,Stephen M. Wood,Poverty Lane Orchards,98 Poverty Ln,Lebanon,NH,3766,2700,Grafton
NH-W-8,"Alyson's Apple Orchard, Inc.",Alyson's Orchard,57 Alysons Ln,Walpole,NH,3608,0,Cheshire
